I0,I1
5439,5604
5514,5677
5593,5749
5662,5820
5726,5891
5798,5961
5859,6029
5940,6098
6012,6165
6079,6231
6151,6296
6211,6361
6292,6424
6358,6486
6425,6548
6483,6608
6541,6667
6603,6725
6667,6782
6728,6838
6790,6892
6844,6945
6898,6997
6950,7048
7005,7098
7053,7146
7116,7192
7166,7238
7215,7282
7261,7325
7303,7366
7349,7406
7391,7444
7442,7481
7486,7516
7522,7550
7562,7583
7601,7613
7635,7643
7671,7671
7706,7697
7736,7721
7766,7744
7797,7766
7824,7786
7845,7804
7864,7821
7886,7835
7921,7849
7941,7860
7954,7870
7963,7879
7970,7886
7977,7891
7983,7894
7988,7896
7991,7896
7991,7894
7991,7891
7990,7886
7988,7879
7984,7871
7979,7861
7972,7850
7964,7837
7953,7822
7939,7805
7922,7787
7902,7767
7882,7746
7863,7723
7846,7699
7827,7673
7802,7645
7771,7616
7739,7585
7710,7553
7674,7519
7638,7484
7603,7447
7563,7409
7519,7369
7483,7328
7441,7285
7393,7241
7353,7196
7308,7149
7262,7101
7213,7052
7159,7001
7107,6949
7043,6896
6998,6842
6944,6786
6891,6729
6828,6672
6768,6612
6696,6552
6635,6491
6572,6429
6516,6366
6452,6301
6389,6236
6318,6170
6242,6103
6175,6035
6117,5966
6054,5896
5986,5826
5919,5755
5841,5683
5778,5610
5709,5537
5642,5463
5573,5388
5492,5313
5410,5238
5336,5161
5267,5085
5195,5008
5119,4930
5035,4853
4971,4775
4894,4696
4819,4617
4741,4539
4654,4459
4570,4380
4492,4301
4415,4221
4337,4142
4258,4062
4175,3983
4106,3903
4031,3824
3952,3745
3872,3665
3795,3587
3711,3508
3639,3429
3564,3351
3486,3273
3409,3196
3332,3119
3259,3042
3189,2966
3114,2890
3035,2815
2962,2741
2881,2667
2806,2593
2733,2520
2654,2448
2573,2377
2496,2307
2427,2237
2359,2168
2287,2100
2213,2032
2141,1966
2068,1901
2006,1836
1938,1773
1871,1710
1797,1649
1717,1589
1655,1529
1597,1471
1539,1414
1477,1359
1417,1304
1347,1251
1296,1199
1241,1148
1189,1098
1135,1050
1080,1003
1020,958
963,913
911,871
857,829
815,789
775,751
732,714
690,678
643,644
601,612
561,581
520,551
489,524
465,497
444,472
419,449
392,428
365,408
340,389
319,373
300,358
282,344
267,332
252,322
238,314
228,307
220,302
213,298
209,296
207,296
206,298
206,301
207,306
208,312
211,320
215,330
223,341
232,354
244,369
258,385
274,403
293,423
315,444
338,467
360,491
383,517
411,545
439,574
465,605
492,637
529,670
573,706
612,742
653,780
696,820
733,861
775,903
812,947
849,993
901,1039
954,1087
1004,1136
1062,1187
1111,1239
1161,1292
1206,1346
1261,1401
1312,1458
1364,1516
1431,1575
1490,1635
1580,1696
1642,1758
1691,1822
1762,1886
1825,1951
1895,2017
1956,2084
2019,2152
2082,2221
2148,2290
2213,2361
2284,2432
2351,2504
2416,2576
2485,2650
2551,2723
2631,2798
2704,2873
2771,2949
2840,3025
2913,3101
2988,3178
3061,3256
3129,3333
3199,3411
3270,3490
3344,3568
3425,3647
3502,3726
3581,3806
3659,3885
3739,3964
3825,4044
3911,4096
3987,4176
4053,4255
4126,4334
4194,4414
4281,4493
4366,4572
4447,4651
4529,4729
4620,4808
4705,4886
4789,4963
4865,5041
4937,5117
5005,5194
5082,5270
5159,5345
5240,5420
5321,5494
5390,5568
5476,5641
5554,5713
5626,5785
5696,5856
5762,5926
5831,5995
5901,6064
5973,6131
6046,6198
6112,6264
6178,6329
6249,6392
6324,6455
6393,6517
6451,6578
6511,6638
6567,6696
6636,6754
6694,6810
6761,6865
6814,6919
6870,6972
6921,7023
6978,7073
7029,7122
7085,7169
7142,7215
7189,7260
7237,7303
7279,7345
7324,7386
7369,7425
7413,7463
7465,7499
7503,7533
7539,7567
7582,7598
7618,7628
7653,7657
7689,7684
7720,7709
7749,7733
7778,7755
7809,7776
7833,7795
7854,7812
7873,7828
7897,7842
7921,7855
7941,7866
7955,7875
7964,7882
7972,7888
7978,7893
7984,7895
7990,7896
7992,7895
7993,7893
7992,7889
7991,7883
7988,7876
7984,7866
7978,7856
7971,7843
7961,7829
7948,7814
7931,7796
7909,7777
7885,7757
7864,7735
7846,7711
7826,7686
7802,7659
7770,7631
7736,7601
7704,7569
7669,7536
7632,7501
7596,7465
7553,7428
7510,7389
7474,7348
7429,7307
7383,7263
7342,7219
7296,7173
7250,7125
7197,7077
7144,7027
7087,6975
7026,6923
6980,6869
6924,6814
6872,6758
6809,6701
6748,6642
6677,6583
6616,6522
6551,6460
6492,6397
6430,6334
6364,6269
6295,6203
6211,6136
6153,6069
6090,6000
6030,5931
5963,5861
5890,5790
5822,5719
5750,5646
5686,5573
5616,5500
5542,5426
5467,5351
5344,5275
5277,5200
5214,5123
5144,5046
5071,4969
4998,4892
4929,4814
4857,4735
4780,4657
4696,4578
4618,4499
4531,4420
4460,4341
4382,4261
4301,4182
4217,4102
4148,4023
4073,3943
4000,3864
3922,3784
3838,3705
3762,3626
3681,3547
3607,3469
3535,3390
3457,3312
3371,3235
3304,3157
3230,3080
3158,3004
3085,2928
3003,2853
2929,2778
2853,2703
2779,2630
2706,2557
2626,2484
2537,2413
2471,2342
2399,2272
2330,2202
2260,2134
2178,2066
2115,1999
2043,1933
1980,1868
1913,1804
1840,1741
1770,1680
1687,1619
1633,1559
1572,1500
1515,1443
1451,1386
1389,1331
1324,1277
1276,1224
1218,1173
1168,1123
1112,1074
1057,1026
994,980
942,935
887,892
839,850
800,809
756,770
713,732
670,696
624,661
585,628
543,596
507,566
478,537
455,510
432,485
405,461
378,438
352,418
330,398
309,381
290,365
274,351
258,338
243,327
231,318
222,310
214,304
209,300
205,297
203,296
203,297
204,299
205,303
206,309
209,316
216,325
224,335
235,348
246,362
261,377
278,394
299,413
321,433
343,455
365,479
391,504
419,531
447,559
472,589
502,620
547,653
586,688
625,724
667,761
706,800
744,840
785,882
823,925
864,970
921,1016
970,1063
1026,1111
1080,1161
1128,1213
1177,1265
1224,1319
1281,1374
1327,1430
1390,1487
1450,1545
1512,1605
1572,1665
1636,1727
1690,1790
1768,1854
1836,1918
1910,1984
1976,2050
2037,2118
2102,2186
2163,2255
2235,2325
2301,2396
2372,2468
2440,2540
2507,2613
2581,2686
2654,2761
2726,2835
2794,2911
2864,2987
2939,3063
3009,3140
3088,3217
3156,3294
3226,3372
3299,3451
3370,3529
3454,3608
3534,3687
3610,3766
3690,3845
3777,3925
3855,4004
3940,4084
4018,4136
4089,4215
4157,4295
4223,4374
4307,4453
4393,4533
4483,4611
4616,4690
4697,4769
4776,4847
4839,4925
4905,5002
4979,5079
5043,5156
5127,5232
5206,5307
5281,5383
5352,5457
5430,5531
5506,5604
5588,5677
5657,5749
5722,5820
5794,5891
5855,5961
5935,6029
6003,6098
6074,6165
6144,6231
6203,6296
6284,6361
6352,6424
6418,6486
6475,6548
6535,6608
6595,6667
6661,6725
6721,6782
6785,6838
6838,6892
6893,6945
6945,6997
7001,7048
7049,7098
7112,7146
7162,7192
7210,7238
7255,7282
7297,7325
7345,7366
7388,7406
7438,7444
7483,7481
7518,7516
7557,7550
7598,7583
7633,7613
7669,7643
7703,7671
7733,7697
7763,7721
7793,7744
7822,7766
7843,7786
7863,7804
7885,7821
7910,7835
7932,7849
7948,7860
7961,7870
7969,7879
7977,7886
7983,7891
7989,7894
7993,7896
7995,7896
7995,7894
7993,7891
7992,7886
7989,7879
7984,7871
7978,7861
7970,7850
7959,7837
7946,7822
7931,7805
7911,7787
7890,7767
7869,7746
7851,7723
7833,7699
7810,7673
7780,7645
7748,7616
7717,7585
7683,7553
7646,7519
7612,7484
7574,7447
7528,7409
7491,7369
7450,7328
7402,7285
7362,7241
7318,7196
7271,7149
7224,7101
7168,7052
7117,7001
7052,6949
7005,6896
6953,6842
6898,6786
6839,6729
6777,6672
6707,6612
6648,6552
6581,6491
6523,6429
6458,6366
6397,6301
6328,6236
6257,6170
6181,6103
6124,6035
6062,5966
5996,5896
5929,5826
5847,5755
5789,5683
5715,5610
5649,5537
5581,5463
5502,5388
5423,5313
5344,5238
5275,5161
5205,5085
5129,5008
5048,4930
4980,4853
4903,4775
4829,4696
4751,4617
4663,4539
4581,4459
4500,4380
4424,4301
4346,4221
4267,4142
4184,4062
4116,3983
4039,3903
3962,3824
3883,3745
3803,3665
3720,3587
3646,3508
3570,3429
3495,3351
3419,3273
3339,3196
3267,3119
3196,3042
3121,2966
3045,2890
2970,2815
2888,2741
2816,2667
2743,2593
2664,2520
2585,2448
2503,2377
2432,2307
2364,2237
2292,2168
2220,2100
2114,2032
2042,1966
1986,1901
1926,1836
1861,1773
1790,1710
1709,1649
1651,1589
1596,1529
1540,1471
1478,1414
1418,1359
1384,1304
1297,1251
1241,1199
1190,1148
1138,1098
1082,1050
1023,1003
966,958
916,913
861,871
840,829
778,789
732,751
689,714
644,678
604,644
565,612
524,581
492,551
467,524
444,497
419,472
391,449
365,428
341,408
320,389
301,373
283,358
266,344
251,332
238,322
227,314
219,307
213,302
208,298
205,296
204,296
204,298
204,301
205,306
207,312
213,320
220,330
230,341
241,354
254,369
269,385
288,403
310,423
332,444
354,467
377,491
405,517
433,545
460,574
487,605
522,637
566,670
606,706
644,742
687,780
724,820
764,861
805,903
843,947
894,993
948,1039
997,1087
1053,1136
1101,1187
1152,1239
1200,1292
1253,1346
1305,1401
1354,1458
1423,1516
1482,1575
1544,1635
1604,1696
1663,1758
1727,1822
1802,1886
1878,1951
1943,2017
2008,2084
2066,2152
2135,2221
2197,2290
2271,2361
2337,2432
2404,2504
2474,2576
2538,2650
2619,2723
2693,2798
2762,2873
2830,2949
2900,3025
2976,3101
3049,3178
3120,3256
3190,3333
3260,3411
3335,3490
3412,3568
3493,3647
3573,3726
3651,3806
3729,3885
3816,3964
3899,4044
3978,4096
4054,4176
4123,4255
4185,4334
4271,4414
4351,4493
4437,4572
4522,4651
4614,4729
4695,4808
4778,4886
4855,4963
4926,5041
4998,5117
5071,5194
5150,5270
5232,5345
5311,5420
5383,5494
5470,5568
5547,5641
5620,5713
5690,5785
5754,5856
5825,5926
5891,5995
5967,6064
6040,6131
6106,6198
6175,6264
6243,6329
6319,6392
6387,6455
6447,6517
6507,6578
6563,6638
6631,6696
6689,6754
6756,6810
6814,6865
6870,6919
6921,6972
6975,7023
7026,7073
7088,7122
7141,7169
7188,7215
7236,7260
7277,7303
7322,7345
7367,7386
7412,7425
7464,7463
7503,7499
7539,7533
7581,7567
7617,7598
7652,7628
7689,7657
7721,7684
7749,7709
7780,7733
7810,7755
7834,7776
7856,7795
7875,7812
7899,7828
7923,7842
7942,7855
7957,7866
7967,7875
7974,7882
7981,7888
7987,7893
7994,7895
7995,7896
7995,7895
7994,7893
7993,7889
7991,7883
7986,7876
7979,7866
7972,7856
7963,7843
7951,7829
7936,7814
7918,7796
7897,7777
7877,7757
7859,7735
7841,7711
7820,7686
7793,7659
7762,7631
7731,7601
7699,7569
7664,7536
7628,7501
7593,7465
7549,7428
7507,7389
7471,7348
7426,7307
7380,7263
7340,7219
7292,7173
7246,7125
7193,7077
7141,7027
7085,6975
7025,6923
6979,6869
6922,6814
6869,6758
6806,6701
6744,6642
6675,6583
6616,6522
6552,6460
6493,6397
6430,6334
6362,6269
6293,6203
6211,6136
6155,6069
6092,6000
6031,5931
5963,5861
5888,5790
5820,5719
5749,5646
5686,5573
5616,5500
5543,5426
5465,5351
5376,5275
5312,5200
5239,5123
5167,5046
5092,4969
5010,4892
4945,4814
4868,4735
4789,4657
4705,4578
4625,4499
4535,4420
4461,4341
4386,4261
4305,4182
4223,4102
4151,4023
4077,3943
4002,3864
3924,3784
3839,3705
3764,3626
3681,3547
3606,3469
3534,3390
3457,3312
3374,3235
3306,3157
3231,3080
3160,3004
3087,2928
3004,2853
2930,2778
2854,2703
2777,2630
2704,2557
2625,2484
2536,2413
2471,2342
2399,2272
2330,2202
2260,2134
2178,2066
2111,1999
2040,1933
1978,1868
1912,1804
1839,1741
1769,1680
1686,1619
1633,1559
1570,1500
1513,1443
1450,1386
1388,1331
1323,1277
1275,1224
1217,1173
1167,1123
1112,1074
1057,1026
995,980
943,935
886,892
837,850
798,809
755,770
712,732
670,696
624,661
585,628
542,596
505,566
477,537
455,510
432,485
405,461
378,438
352,418
329,398
308,381
290,365
274,351
259,338
244,327
232,318
222,310
214,304
209,300
205,297
203,296
203,297
203,299
204,303
205,309
209,316
215,325
224,335
234,348
246,362
261,377
277,394
298,413
321,433
343,455
365,479
391,504
418,531
447,559
472,589
502,620
542,653
586,688
624,724
668,761
707,800
745,840
786,882
824,925
866,970
922,1016
971,1063
1025,1111
1079,1161
1128,1213
1178,1265
1224,1319
1282,1374
1328,1430
1390,1487
1450,1545
1512,1605
1571,1665
1634,1727
1689,1790
1767,1854
1835,1918
1909,1984
1976,2050
2037,2118
2104,2186
2164,2255
2235,2325
2301,2396
2370,2468
2438,2540
2506,2613
2618,2686
2690,2761
2755,2835
2815,2911
2881,2987
2956,3063
3026,3140
3098,3217
3163,3294
3231,3372
3305,3451
3376,3529
3458,3608
3537,3687
3611,3766
3692,3845
3779,3925
3858,4004
3941,4084
4018,4136
4083,4215
4153,4295
4222,4374
4309,4453
4396,4533
4482,4611
4562,4690
4652,4769
4737,4847
4816,4925
4889,5002
4966,5079
5029,5156
5113,5232
5193,5307
5270,5383
5346,5457
5425,5531
5506,5604
5587,5677
5656,5749
5721,5820
5793,5891
5854,5961
5936,6029
6004,6098
6074,6165
6142,6231
6202,6296
6283,6361
6351,6424
6418,6486
6476,6548
6534,6608
6594,6667
6661,6725
6723,6782
6786,6838
6838,6892
6892,6945
6945,6997
7001,7048
7049,7098
7111,7146
7162,7192
7210,7238
7255,7282
7298,7325
7345,7366
7389,7406
7438,7444
7483,7481
7518,7516
7557,7550
7598,7583
7633,7613
7668,7643
7703,7671
7733,7697
7763,7721
7794,7744
7822,7766
7843,7786
7863,7804
7885,7821
7909,7835
7932,7849
7948,7860
7960,7870
7969,7879
7977,7886
7983,7891
7989,7894
7993,7896
7995,7896
7995,7894
7994,7891
7992,7886
7989,7879
7985,7871
7978,7861
7970,7850
7959,7837
7946,7822
7931,7805
7911,7787
7889,7767
7869,7746
7850,7723
7832,7699
7810,7673
7780,7645
7748,7616
7717,7585
7684,7553
7647,7519
7612,7484
7573,7447
7527,7409
7490,7369
7450,7328
7402,7285
7362,7241
7318,7196
7270,7149
7223,7101
7167,7052
7117,7001
7052,6949
7005,6896
6953,6842
6895,6786
6839,6729
6779,6672
6707,6612
6647,6552
6580,6491
6523,6429
6460,6366
6399,6301
6328,6236
6256,6170
6182,6103
6125,6035
6061,5966
5995,5896
5929,5826
5849,5755
5788,5683
5717,5610
5651,5537
5583,5463
5503,5388
5424,5313
5344,5238
5276,5161
5206,5085
5128,5008
5046,4930
4980,4853
4904,4775
4828,4696
4751,4617
4663,4539
4581,4459
4500,4380
4424,4301
4347,4221
4268,4142
4182,4062
4115,3983
4040,3903
3962,3824
3883,3745
3803,3665
3720,3587
3646,3508
3568,3429
3495,3351
3416,3273
3336,3196
3267,3119
3197,3042
3122,2966
3044,2890
2969,2815
2889,2741
2816,2667
2742,2593
2662,2520
2584,2448
2502,2377
2434,2307
2366,2237
2293,2168
2221,2100
2146,2032
2075,1966
2011,1901
1944,1836
1879,1773
1803,1710
1724,1649
1658,1589
1601,1529
1543,1471
1482,1414
1422,1359
1351,1304
1299,1251
1244,1199
1191,1148
1138,1098
1082,1050
1025,1003
967,958
915,913
859,871
817,829
776,789
733,751
691,714
645,678
603,644
562,612
520,581
488,551
465,524
443,497
419,472
393,449
365,428
340,408
318,389
299,373
281,358
265,344
250,332
237,322
226,314
218,307
211,302
205,298
203,296
203,296
204,298
204,301
205,306
208,312
214,320
218,330
227,341
246,354
260,369
276,385
294,403
314,423
336,444
357,467
380,491
407,517
436,545
462,574
488,605
524,637
568,670
607,706
646,742
687,780
725,820
764,861
806,903
844,947
894,993
949,1039
997,1087
1054,1136
1102,1187
1153,1239
1200,1292
1254,1346
1306,1401
1356,1458
1424,1516
1481,1575
1543,1635
1603,1696
1663,1758
1728,1822
1803,1886
1877,1951
1941,2017
2006,2084
2066,2152
2135,2221
2198,2290
2271,2361
2337,2432
2403,2504
2475,2576
2540,2650
2621,2723
2693,2798
2760,2873
2830,2949
2900,3025
2977,3101
3050,3178
3120,3256
3190,3333
3260,3411
3336,3490
3415,3568
3494,3647
3572,3726
3649,3806
3728,3885
3815,3964
3903,4044
3980,4096
4053,4176
4121,4255
4185,4334
4270,4414
4354,4493
4437,4572
4521,4651
4611,4729
4693,4808
4778,4886
4856,4963
4927,5041
4998,5117
5071,5194
5151,5270
5232,5345
5312,5420
5381,5494
5468,5568
5547,5641
5620,5713
5690,5785
5754,5856
5825,5926
5892,5995
5968,6064
6040,6131
6106,6198
6173,6264
6240,6329
6319,6392
6388,6455
6448,6517
6507,6578
6562,6638
6630,6696
6689,6754
6757,6810
6811,6865
6867,6919
6918,6972
6973,7023
7025,7073
7081,7122
7140,7169
7186,7215
7235,7260
7276,7303
7321,7345
7367,7386
7411,7425
7463,7463
7502,7499
7537,7533
7580,7567
7617,7598
7651,7628
7687,7657
7719,7684
7748,7709
7778,7733
7809,7755
7833,7776
7854,7795
7874,7812
7897,7828
7922,7842
7942,7855
7956,7866
7966,7875
7973,7882
7981,7888
7987,7893
7992,7895
7995,7896
7996,7895
7994,7893
7993,7889
7991,7883
7988,7876
7982,7866
7975,7856
7965,7843
7953,7829
7939,7814
7922,7796
7901,7777
7880,7757
7860,7735
7842,7711
7822,7686
7797,7659
7765,7631
7733,7601
7701,7569
7665,7536
7628,7501
7594,7465
7550,7428
7508,7389
7472,7348
7426,7307
7381,7263
7341,7219
7294,7173
7248,7125
7196,7077
7143,7027
7085,6975
7026,6923
6980,6869
6924,6814
6871,6758
6809,6701
6747,6642
6676,6583
6615,6522
6550,6460
6492,6397
6429,6334
6363,6269
6295,6203
6212,6136
6154,6069
6091,6000
6030,5931
5963,5861
5890,5790
5822,5719
5750,5646
5686,5573
5615,5500
5543,5426
5467,5351
5344,5275
5274,5200
5212,5123
5178,5046
5061,4969
4994,4892
4958,4814
4882,4735
4804,4657
4720,4578
4588,4499
4509,4420
4443,4341
4372,4261
4293,4182
4210,4102
4142,4023
4067,3943
3995,3864
3919,3784
3835,3705
3760,3626
3680,3547
3606,3469
3533,3390
3455,3312
3372,3235
3304,3157
3229,3080
3157,3004
3085,2928
3003,2853
2929,2778
2853,2703
2779,2630
2706,2557
2626,2484
2537,2413
2472,2342
2400,2272
2331,2202
2260,2134
2177,2066
2114,1999
2042,1933
1980,1868
1913,1804
1840,1741
1771,1680
1688,1619
1635,1559
1573,1500
1516,1443
1451,1386
1389,1331
1323,1277
1276,1224
1219,1173
1169,1123
1112,1074
1057,1026
995,980
944,935
889,892
840,850
800,809
756,770
713,732
671,696
624,661
585,628
543,596
507,566
478,537
455,510
432,485
405,461
377,438
352,418
329,398
309,381
290,365
274,351
259,338
244,327
232,318
223,310
215,304
210,300
205,297
203,296
203,297
204,299
205,303
206,309
209,316
216,325
224,335
235,348
247,362
261,377
277,394
298,413
321,433
343,455
366,479
391,504
419,531
447,559
472,589
502,620
542,653
586,688
624,724
667,761
706,800
743,840
786,882
824,925
865,970
922,1016
971,1063
1025,1111
1079,1161
1127,1213
1177,1265
1224,1319
1281,1374
1328,1430
